ShipTrip,Section,Station,Lat,Lon,Date,Day,Month,Year,TimeUTC,Season,T#,SampleID,TowDepth,DW_small,DW_large,corrDW_small,corrDW_large,Comments,NewShipTrip,UID,NewSampleID,EmptySampleID
HUD929,FC,FC-09,47,-50,2009-11-30,30,11,2009,6:33:00,Fall,T1442,,68,0.111,0.276,0.222,0.552,,20929,20929088,362212,
HUD929,FC,FC-10,47,-49.11666667,2009-11-30,30,11,2009,11:30:00,Fall,T1443,,65,0.002,0.045,0.004,0.09,,20929,20929088,362219,
HUD929,FC,FC-12,47,-48.11666667,2009-11-30,30,11,2009,22:00:00,Fall,T1444,,124,0.056,0.126,0.112,0.252,,20929,20929088,362226,
HUD929,FC,FC-14,47,-47.5,2009-12-01,1,12,2009,1:14:00,Fall,T1445,,205,0.129,0.732,0.258,1.464,,20929,20929088,362235,
HUD929,FC,FC-15,47,-47.25,2009-12-01,1,12,2009,3:47:00,Fall,T1446,,540,0.172,0.224,0.344,0.448,,20929,20929088,362245,
HUD929,FC,FC-17,47,-47.01666667,2009-12-01,1,12,2009,6:22:00,Fall,T1447,,1000,0.146,2.087,0.292,4.174,,20929,20929088,362255,
HUD929,FC,FC-18,47,-46.83333333,2009-12-01,1,12,2009,10:29:00,Fall,T1448,,1000,0.078,1.968,0.156,3.936,,20929,20929088,362265,
HUD929,FC,FC-20,47,-46.48333333,2009-12-01,1,12,2009,15:04:00,Fall,T1454,,343,0.134,0.918,0.268,1.836,,20929,20929088,362275,
HUD929,FC,FC-21,47,-46.01666667,2009-12-01,1,12,2009,18:28:00,Fall,T1455,,297,0.034,0.592,0.068,1.184,,20929,20929088,362285,
HUD929,FC,FC-24,47,-45.21333333,2009-12-01,1,12,2009,22:51:00,Fall,T1456,,160,0.028,0.327,0.056,0.654,,20929,20929088,362295,
HUD929,FC,FC-26,47,-44.77166667,2009-12-02,2,12,2009,1:48:00,Fall,T1457,,138,0.031,0.321,0.062,0.642,,20929,20929088,362305,
HUD929,FC,FC-29,47,-44.23166667,2009-12-02,2,12,2009,5:41:00,Fall,T1458,,265,0.033,0.687,0.066,1.374,,20929,20929088,362314,
HUD929,FC,FC-31,47,-43.83333333,2009-12-02,2,12,2009,8:52:00,Fall,T1459,,547,0.08,1.144,0.16,2.288,,20929,20929088,362324,
HUD929,FC,FC-33,47,-43.4,2009-12-02,2,12,2009,13:07:00,Fall,T1460,,1000,0.386,1.831,0.772,3.662,,20929,20929088,362334,
HUD929,FC,FC-35,47,-43,2009-12-02,2,12,2009,15:51:00,Fall,T1461,,1000,0.547,2.572,1.094,5.144,,20929,20929088,362344,
HUD929,SEGB,SEGB-19,42.08166667,-49.27,2009-12-05,5,12,2009,21:33:00,Fall,T1462,,1000,0.211,1.362,0.422,2.724,,20929,20929088,362356,
HUD929,SEGB,SEGB-17,42.58833333,-49.68333333,2009-12-06,6,12,2009,6:32:00,Fall,T1463,,1000,0.202,2.291,0.404,4.582,,20929,20929088,362366,
HUD929,SEGB,SEGB-16,42.775,-49.82833333,2009-12-06,6,12,2009,13:23:00,Fall,T1464,,1000,0.422,5.189,0.844,10.378,,20929,20929088,362376,
HUD929,SEGB,SEGB-15,42.85,-49.88666667,2009-12-06,6,12,2009,16:20:00,Fall,T1470,,330,0.407,0.16,0.814,0.32,,20929,20929088,362386,
HUD929,SEGB,SEGB-13,43.2,-50.16666667,2009-12-06,6,12,2009,19:53:00,Fall,T1471,,54,0.043,0.067,0.086,0.134,,20929,20929088,362396,
HUD929,SEGB,SEGB-12,43.63333333,-50.51666667,2009-12-08,8,12,2009,8:18:00,Fall,T1472,,52,0.372,0.19,0.744,0.38,,20929,20929088,362403,
HUD929,SEGB,SEGB-11,44,-50.80833333,2009-12-08,8,12,2009,12:39:00,Fall,T1473,,55,0.002,0.032,0.004,0.064,,20929,20929088,362410,
HUD929,SEGB,SEGB-10,44.36333333,-51.10333333,2009-12-08,8,12,2009,16:46:00,Fall,T1474,,55,0.02,0.067,0.04,0.134,,20929,20929088,362417,
HUD929,SEGB,SEGB-09,44.725,-51.39833333,2009-12-08,8,12,2009,19:35:00,Fall,T1475,,56,0.099,0.202,0.198,0.404,,20929,20929088,362424,
HUD929,SEGB,SEGB-08,45.095,-51.7,2009-12-08,8,12,2009,22:59:00,Fall,T1476,,58,0.032,0.047,0.064,0.094,,20929,20929088,362431,
HUD929,SEGB,SEGB-07,45.45833333,-52,2009-12-09,9,12,2009,1:39:00,Fall,T1477,,67,0.386,0.267,0.772,0.534,,20929,20929088,362438,
HUD929,SEGB,SEGB-05,46.07,-52.5,2009-12-09,9,12,2009,7:06:00,Fall,T1478,,76,0.181,0.412,0.362,0.824,,20929,20929088,362445,
HUD929,SEGB,SEGB-03,46.35,-52.73333333,2009-12-09,9,12,2009,10:19:00,Fall,T1479,,157,0.2,0.225,0.4,0.45,,20929,20929088,362452,
HUD929,SEGB,SEGB-02,46.5,-52.85,2009-12-09,9,12,2009,13:01:00,Fall,T1480,,170,0.987,0.087,1.974,0.174,,20929,20929088,362462,
HUD929,SEGB,SEGB-01,46.58333333,-52.93333333,2009-12-09,9,12,2009,17:12:00,Fall,T1485,,38,0.02,0.186,0.04,0.372,,20929,20929088,362472,
HUD929,S27,S27-01,47.54666667,-52.58666667,2009-12-09,9,12,2009,22:36:00,Fall,T1486,,165,0.078,0.092,0.156,0.184,,20929,20929088,362477,
TEL899,S27,S27-01,47.54666667,-52.58666667,2009-12-21,21,12,2009,5:12:00,Fall,4040,,165,0.176,0.174,0.352,0.348,,39899,39899018,366827,
TEL900,S27,S27-01,47.54666667,-52.58666667,2010-03-09,9,3,2010,21:40:00,,T0585,,165,0.157,0.155,0.314,0.31,,39900,39900001,366846,
TEL970,S27,S27-01,47.54666667,-52.58666667,2010-04-01,1,4,2010,21:13:00,Spring,T0586,,165,0.384,0.326,0.768,0.652,,39970,39970011,366847,
NED930,S27,S27-01,47.54666667,-52.58666667,2010-04-07,7,4,2010,20:14:00,Spring,T0588,,165,0.35,1.449,0.7,2.898,,,,,
TEL970,S27,S27-01,47.54666667,-52.58666667,2010-04-09,9,4,2010,8:40:00,Spring,T0587,,165,0.791,0.599,1.582,1.198,,39970,39970011,366866,
TEL971,S27,S27-01,47.54666667,-52.58666667,2010-04-15,15,4,2010,17:46:00,Spring,T1488,,164,0.52,0.46,1.04,0.92,,39971,39971098,362501,
TEL971,SWSPB,SWSPB-01,46.77,-55.62,2010-04-16,16,4,2010,13:38:00,Spring,T1489,,95,0.194,0.8,0.388,1.6,,39971,39971098,362535,
TEL971,SWSPB,SWSPB-02,46.51,-56.03,2010-04-16,16,4,2010,16:45:00,Spring,T1490,,135,0.479,0.607,0.958,1.214,,39971,39971098,,
TEL971,SWSPB,SWSPB-03,46.18,-56.51,2010-04-16,16,4,2010,20:19:00,Spring,T1491,,40,0.048,0.243,0.096,0.486,,39971,39971098,362527,
TEL971,SWSPB,SWSPB-04,45.94,-56.88,2010-04-16,16,4,2010,23:29:00,Spring,T1492,,63,0.191,0.296,0.382,0.592,,39971,39971098,362534,
TEL971,SWSPB,SWSPB-05,45.85,-57.02,2010-04-17,17,4,2010,2:29:00,Spring,T1493,,355,0.579,1.508,1.158,3.016,,39971,39971098,362580,
TEL971,SESPB,SESPB-08,44.43,-54.89,2010-04-17,17,4,2010,19:56:00,Spring,T1495,,1000,0.385,0.92,0.77,1.84,,39971,39971098,362561,
TEL971,SESPB,SESPB-07,44.81,-55.01,2010-04-18,18,4,2010,1:44:00,Spring,T1496,,1000,0.458,1.281,0.916,2.562,,39971,39971098,,
TEL971,SESPB,SESPB-06,44.99,-55.07,2010-04-18,18,4,2010,5:40:00,Spring,T1497,,985,0.5,0.362,1,0.724,,39971,39971098,362597,
TEL971,SESPB,SESPB-05,45.11,-55.11,2010-04-18,18,4,2010,8:26:00,Spring,T1498,,170,0.447,1.419,0.894,2.838,,39971,39971098,362592,
TEL971,SESPB,SESPB-04,45.59,-55.26,2010-04-18,18,4,2010,12:00:00,Spring,T1499,,145,0.486,0.688,0.972,1.376,,39971,39971098,362602,
TEL971,SESPB,SESPB-03,46.08,-55.4,2010-04-18,18,4,2010,15:41:00,Spring,T1500,,68,0.39,0.431,0.78,0.862,,39971,39971098,362611,
TEL971,SESPB,SESPB-02,46.44,-55.51,2010-04-18,18,4,2010,18:40:00,Spring,T1501,,141,0.336,0.557,0.672,1.114,,39971,39971098,362619,
TEL971,SEGB,SEGB-01,46.58,-52.93,2010-04-19,19,4,2010,7:05:00,Spring,T1502,,44,0.124,0.23,0.248,0.46,,39971,39971098,362657,
TEL971,SEGB,SEGB-02,46.5,-52.85,2010-04-19,19,4,2010,8:38:00,Spring,T1503,,170,0.064,0.23,0.128,0.46,,39971,39971098,362630,
TEL971,SEGB,SEGB-03,46.35,-52.73,2010-04-19,19,4,2010,10:37:00,Spring,T1504,,160,0.183,0.942,0.366,1.884,,39971,39971098,362640,
TEL971,SEGB,SEGB-05,46.07,-52.5,2010-04-19,19,4,2010,13:50:00,Spring,T1505,,80,0.326,1.376,0.652,2.752,,39971,39971098,362651,
TEL971,SEGB,SEGB-07,45.46,-52,2010-04-19,19,4,2010,18:59:00,Spring,T1506,,68,0.348,0.398,0.696,0.796,,39971,39971098,362661,
TEL971,SEGB,SEGB-08,45.1,-51.7,2010-04-19,19,4,2010,22:03:00,Spring,T1507,,63,0.053,0.156,0.106,0.312,,39971,39971098,,
TEL971,SEGB,SEGB-09,44.73,-51.4,2010-04-20,20,4,2010,1:20:00,Spring,T1508,,61,0.012,0.066,0.024,0.132,,39971,39971098,362719,
TEL971,SEGB,SEGB-10,44.36,-51.1,2010-04-20,20,4,2010,4:36:00,Spring,T1509,,62,0.095,0.163,0.19,0.326,,39971,39971098,362681,
TEL971,SEGB,SEGB-11,44,-50.81,2010-04-20,20,4,2010,7:32:00,Spring,T1510,,62,0.074,0.124,0.148,0.248,,39971,39971098,362688,
TEL971,SEGB,SEGB-12,43.63,-50.52,2010-04-20,20,4,2010,10:20:00,Spring,T1511,,54,0.067,0.087,0.134,0.174,,39971,39971098,362695,
TEL971,SEGB,SEGB-13,43.2,-50.17,2010-04-20,20,4,2010,13:51:00,Spring,T1512,,56,0.185,0.167,0.37,0.334,,39971,39971098,362702,
TEL971,SEGB,SEGB-15,42.85,-49.89,2010-04-20,20,4,2010,17:53:00,Spring,T1513,,367,0.619,1.6,1.238,3.2,,39971,39971098,362710,
TEL971,SEGB,SEGB-16,42.78,-49.83,2010-04-20,20,4,2010,20:55:00,Spring,T1514,,1000,0.257,1.941,0.514,3.882,,39971,39971098,,
TEL971,SEGB,SEGB-17,42.59,-49.68,2010-04-21,21,4,2010,1:16:00,Spring,T1515,,1000,0.23,2.543,0.46,5.086,,39971,39971098,,
TEL971,SEGB,SEGB-19,42.08,-49.27,2010-04-21,21,4,2010,8:18:00,Spring,T1516,,1000,0.188,0.991,0.376,1.982,,39971,39971098,362740,
TEL971,FC,FC-01,47,-52.83,2010-04-22,22,4,2010,18:22:00,Spring,T1517,,94,0.402,0.767,0.804,1.534,,39971,39971098,362765,
TEL971,FC,FC-02,47,-52.71,2010-04-22,22,4,2010,19:35:00,Spring,T1518,,174,0.375,0.146,0.75,0.292,,39971,39971098,,
TEL971,FC,FC-03,47,-52.58,2010-04-22,22,4,2010,23:21:00,Spring,T1519,,147,0.231,1.207,0.462,2.414,,39971,39971098,362768,
TEL971,FC,FC-04,47,-52.32,2010-04-23,23,4,2010,1:32:00,Spring,T1520,,114,0.217,0.829,0.434,1.658,,39971,39971098,362795,
TEL971,FC,FC-05,47,-52.03,2010-04-23,23,4,2010,3:50:00,Spring,T1521,,130,0.198,0.814,0.396,1.628,,39971,39971098,362781,
TEL971,FC,FC-07,47,-51,2010-04-23,23,4,2010,9:00:00,Spring,T1522,,95,0.152,0.562,0.304,1.124,,39971,39971098,362790,
TEL971,FC,FC-09,47,-50,2010-04-23,23,4,2010,13:52:00,Spring,T1523,,74,0.231,0.163,0.462,0.326,,39971,39971098,362799,
TEL971,FC,FC-10,47,-49.12,2010-04-23,23,4,2010,17:56:00,Spring,T1524,,70,0.149,0.127,0.298,0.254,,39971,39971098,362808,
TEL971,FC,FC-12,47,-48.12,2010-04-24,24,4,2010,6:59:00,Spring,T1526,,122,0.321,1.888,0.642,3.776,,39971,39971098,362838,
TEL971,FC,FC-14,47,-47.5,2010-04-24,24,4,2010,10:49:00,Spring,T1527,,203,0.509,1.869,1.018,3.738,,39971,39971098,362847,
TEL971,FC,FC-15,47,-47.25,2010-04-24,24,4,2010,13:24:00,Spring,T1528,,518,0.477,3.124,0.954,6.248,,39971,39971098,362857,
TEL971,FC,FC-17,47,-47.02,2010-04-24,24,4,2010,17:30:00,Spring,T1529,,1000,0.257,4.013,0.514,8.026,,39971,39971098,362867,
TEL971,FC,FC-18,47,-46.83,2010-04-24,24,4,2010,21:23:00,Spring,T1530,,1000,0.324,3.482,0.648,6.964,,39971,39971098,,
TEL971,FC,FC-20,47,-46.48,2010-04-25,25,4,2010,1:39:00,Spring,T1531,,335,0.159,0.583,0.318,1.166,,39971,39971098,362887,
TEL971,FC,FC-21,47,-46.02,2010-04-25,25,4,2010,4:47:00,Spring,T1532,,290,0.218,1.94,0.436,3.88,,39971,39971098,362897,
TEL971,FC,FC-24,47,-45.21,2010-04-25,25,4,2010,10:02:00,Spring,T1533,,156,0.319,1.236,0.638,2.472,,39971,39971098,362907,
TEL971,FC,FC-26,47,-44.77,2010-04-25,25,4,2010,13:04:00,Spring,T1534,,137,0.238,0.969,0.476,1.938,,39971,39971098,362917,
TEL971,FC,FC-29,47,-44.23,2010-04-25,25,4,2010,17:00:00,Spring,T1535,,253,0.201,1.894,0.402,3.788,,39971,39971098,362926,
TEL971,FC,FC-31,47,-43.83,2010-04-25,25,4,2010,20:21:00,Spring,T1536,,530,0.231,1.534,0.462,3.068,,39971,39971098,362936,
TEL971,FC,FC-33,47,-43.4,2010-04-26,26,4,2010,0:19:00,Spring,T1537,,1000,0.122,1.623,0.244,3.246,,39971,39971098,,
TEL971,FC,FC-35,47,-43,2010-04-26,26,4,2010,5:40:00,Spring,T1538,,1000,0.219,2.971,0.438,5.942,,39971,39971098,362956,
TEL971,BB,BB-14,50.18,-48.47,2010-04-27,27,4,2010,11:47:00,Spring,T1539,,1000,0.11,0.84,0.22,1.68,,39971,39971098,362966,
TEL971,BB,BB-13,50,-49,2010-04-27,27,4,2010,16:43:00,Spring,T1540,,1000,0.135,1.658,0.27,3.316,,39971,39971098,362976,
TEL971,BB,BB-12,49.85,-49.5,2010-04-27,27,4,2010,21:33:00,Spring,T1541,,1000,0.649,2.385,1.298,4.77,,39971,39971098,362986,
TEL971,BB,BB-11,49.68,-50.02,2010-04-28,28,4,2010,2:16:00,Spring,T1542,,584,0.156,2.149,0.312,4.298,,39971,39971098,362996,
TEL971,BB,BB-10,49.52,-50.53,2010-04-28,28,4,2010,6:05:00,Spring,T1543,,320,0.431,3.559,0.862,7.118,,39971,39971098,363006,
TEL971,BB,BB-08,49.28,-51.28,2010-04-28,28,4,2010,11:02:00,Spring,T1544,,307,0.288,1.944,0.576,3.888,,39971,39971098,363016,
TEL971,BB,BB-06,49.19,-51.83,2010-04-28,28,4,2010,15:24:00,Spring,T1545,,275,0.408,1.523,0.816,3.046,,39971,39971098,,
TEL971,BB,BB-04,48.92,-52.4,2010-04-28,28,4,2010,19:37:00,Spring,T1546,,336,0.236,1.791,0.472,3.582,,39971,39971098,363036,
TEL971,BB,BB-03,48.83,-52.65,2010-04-28,28,4,2010,22:09:00,Spring,T1547,,243,0.338,1.124,0.676,2.248,,39971,39971098,363046,
TEL971,BB,BB-01,48.73,-52.97,2010-04-29,29,4,2010,1:17:00,Spring,T1548,,89,0.232,0.479,0.464,0.958,,39971,39971098,363056,
TEL971,S27,S27-01,47.54666667,-52.58666667,2010-05-04,4,5,2010,8:05:00,Spring,T1566,,165,0.436,0.213,0.872,0.426,,39971,39971098,,
TEL972,S27,S27-01,47.54666667,-52.58666667,2010-05-08,8,5,2010,12:20:00,Spring,T0589,,165,0.132,0.818,0.264,1.636,,39972,39972037,,
HUD014,S27,S27-01,47.55,-52.59,2010-05-13,13,5,2010,nan,Spring,T0597,,153,0.044,0.384,0.088,0.768,,,,,
TEL972,S27,S27-01,47.54666667,-52.58666667,2010-05-17,17,5,2010,15:10:00,Spring,T0590,,165,0.118,0.789,0.236,1.578,,39972,39972037,,
NED933,S27,S27-01,47.54666667,-52.58666667,2010-05-21,21,5,2010,11:20:00,Spring,T0592,,165,0.163,0.639,0.326,1.278,,,,,
TEL972,S27,S27-01,47.54666667,-52.58666667,2010-05-27,27,5,2010,7:15:00,Spring,T0591,,170,0.175,0.932,0.35,1.864,,39972,39972037,366867,
NED934,S27,S27-01,47.54666667,-52.58666667,2010-06-02,2,6,2010,22:16:00,,T0593,,165,0.157,0.642,0.314,1.284,,12934,12934099,,
NED935,S27,S27-01,47.54666667,-52.58666667,2010-06-26,26,6,2010,11:00:00,,T0594,,165,0.153,0.574,0.306,1.148,,12935,12935082,,
TEL973,S27,S27-01,47.54666667,-52.58666667,2010-07-08,8,7,2010,23:25:00,Summer,T1567,,166,0.134,0.65,0.268,1.3,,39973,39973048,363251,
TEL973,FC,FC-01,47,-52.83,2010-07-09,9,7,2010,4:03:00,Summer,T1568,,95,0.133,0.163,0.266,0.326,,39973,39973048,,
TEL973,FC,FC-03,47,-52.58,2010-07-09,9,7,2010,6:55:00,Summer,T1569,,145,0.112,0.502,0.224,1.004,,39973,39973048,363292,
TEL973,FC,FC-04,47,-52.32,2010-07-09,9,7,2010,9:38:00,Summer,T1570,,115,0.072,0.324,0.144,0.648,,39973,39973048,363261,
TEL973,FC,FC-05,47,-52.03,2010-07-09,9,7,2010,11:35:00,Summer,T1571,,125,0.213,0.445,0.426,0.89,,39973,39973048,363271,
TEL973,FC,FC-06,47,-51.49,2010-07-09,9,7,2010,14:30:00,Summer,T1572,,88,0.117,0.15,0.234,0.3,,39973,39973048,,
TEL973,FC,FC-07,47,-51,2010-07-09,9,7,2010,17:01:00,Summer,T1573,,93,0.246,0.099,0.492,0.198,,39973,39973048,363303,
TEL973,FC,FC-09,47,-50,2010-07-09,9,7,2010,21:28:00,Summer,T1574,,71,0.018,0.008,0.036,0.016,,39973,39973048,363312,
TEL973,FC,FC-10,47,-49.12,2010-07-10,10,7,2010,1:00:00,Summer,T1575,,70,0.028,0.009,0.056,0.018,,39973,39973048,363320,
TEL973,FC,FC-12,47,-48.12,2010-07-10,10,7,2010,11:12:00,Summer,T1576,,120,0.064,0.037,0.128,0.074,,39973,39973048,363379,
TEL973,FC,FC-14,47,-47.5,2010-07-10,10,7,2010,14:31:00,Summer,T1577,,203,0.119,0.036,0.238,0.072,,39973,39973048,363357,
TEL973,FC,FC-15,47,-47.25,2010-07-10,10,7,2010,16:53:00,Summer,T1578,,541,0.238,2.35,0.476,4.7,,39973,39973048,363367,
TEL973,FC,FC-17,47,-47.02,2010-07-10,10,7,2010,20:36:00,Summer,T1579,,1110,0.193,1.873,0.386,3.746,,39973,39973048,363330,
TEL973,FC,FC-18,47,-46.83,2010-07-10,10,7,2010,23:48:00,Summer,T1580,,1000,0.241,1.999,0.482,3.998,,39973,39973048,363340,
TEL973,FC,FC-20,47,-46.48,2010-07-11,11,7,2010,3:45:00,Summer,T1581,,335,0.213,1.484,0.426,2.968,,39973,39973048,363403,
TEL973,FC,FC-21,47,-46.02,2010-07-11,11,7,2010,6:40:00,Summer,T1582,,290,0.371,1.688,0.742,3.376,,39973,39973048,363383,
TEL973,FC,FC-24,47,-45.21,2010-07-11,11,7,2010,11:45:00,Summer,T1583,,150,0.08,0.56,0.16,1.12,,39973,39973048,363389,
TEL973,FC,FC-26,47,-44.77,2010-07-11,11,7,2010,14:39:00,Summer,T1584,,136,0.165,1.405,0.33,2.81,,39973,39973048,363405,
TEL973,FC,FC-29,47,-44.23,2010-07-11,11,7,2010,18:10:00,Summer,T1585,,261,0.13,1.477,0.26,2.954,,39973,39973048,363417,
TEL973,FC,FC-31,47,-43.83,2010-07-11,11,7,2010,21:20:00,Summer,T1586,,541,1.188,1.799,2.376,3.598,,39973,39973048,363429,
TEL973,FC,FC-33,47,-43.4,2010-07-11,11,7,2010,0:44:00,Summer,T1587,,1000,0.211,1.645,0.422,3.29,,39973,39973048,363443,
TEL973,FC,FC-35,47,-43,2010-07-12,12,7,2010,4:47:00,Summer,T1588,,1000,0.25,1.5,0.5,3,,39973,39973048,363453,
TEL973,BB,BB-14,50.18,-48.47,2010-07-13,13,7,2010,8:24:00,Summer,T1589,,1000,0.263,4.139,0.526,8.278,,39973,39973048,363463,
TEL973,BB,BB-13,50,-49,2010-07-13,13,7,2010,12:57:00,Summer,T1590,,1000,0.103,1.524,0.206,3.048,,39973,39973048,363473,
TEL973,BB,BB-12,49.85,-49.5,2010-07-13,13,7,2010,17:39:00,Summer,T1591,,1000,0.134,2.72,0.268,5.44,,39973,39973048,363483,
TEL973,BB,BB-11,49.68,-50.02,2010-07-13,13,7,2010,21:38:00,Summer,T1592,,586,0.086,2.702,0.172,5.404,,39973,39973048,363493,
TEL973,BB,BB-10,49.52,-50.53,2010-07-14,14,7,2010,1:00:00,Summer,T1593,,320,0.23,2.742,0.46,5.484,,39973,39973048,363522,
TEL973,BB,BB-08,49.28,-51.28,2010-07-14,14,7,2010,5:59:00,Summer,T1594,,310,0.175,2.256,0.35,4.512,,39973,39973048,363513,
TEL973,BB,BB-06,49.1,-51.83,2010-07-14,14,7,2010,9:25:00,Summer,T1595,,280,0.135,1.608,0.27,3.216,,39973,39973048,363523,
TEL973,BB,BB-04,48.92,-52.4,2010-07-14,14,7,2010,12:55:00,Summer,T1596,,335,0.156,2.65,0.312,5.3,,39973,39973048,363533,
TEL973,BB,BB-03,48.83,-52.65,2010-07-14,14,7,2010,15:06:00,Summer,T1597,,246,0.144,1.583,0.288,3.166,,39973,39973048,363543,
TEL973,BB,BB-01,48.73,-52.97,2010-07-14,14,7,2010,17:33:00,Summer,T1598,,90,0.056,0.274,0.112,0.548,,39973,39973048,363553,
TEL973,SI,SI-02,53.33333333,-55.5,2010-07-15,15,7,2010,22:34:00,Summer,T1599,,125,0.015,0.771,0.03,1.542,,39973,39973048,363564,
TEL973,SI,SI-04,53.53333333,-55.145,2010-07-16,16,7,2010,1:24:00,Summer,T1600,,203,0.086,3.3,0.172,6.6,,39973,39973048,363612,
TEL973,SI,SI-06,53.75666667,-54.77666667,2010-07-16,16,7,2010,4:40:00,Summer,T1601,,155,0.069,1.457,0.138,2.914,,39973,39973048,363582,
TEL973,SI,SI-08,54.08166667,-54.21666667,2010-07-16,16,7,2010,9:05:00,Summer,T1602,,180,0.098,2.829,0.196,5.658,,39973,39973048,363591,
TEL973,SI,SI-09,54.2,-54,2010-07-16,16,7,2010,11:05:00,Summer,T1603,,200,0.044,4.236,0.088,8.472,,39973,39973048,363601,
TEL973,SI,SI-10,54.355,-53.73333333,2010-07-16,16,7,2010,13:15:00,Summer,T1604,,225,0.072,1.753,0.144,3.506,,39973,39973048,363611,
TEL973,SI,SI-12,54.63333333,-53.25,2010-07-16,16,7,2010,17:18:00,Summer,T1605,,650,0.068,2.394,0.136,4.788,,39973,39973048,363622,
TEL973,SI,SI-13,54.78333333,-53,2010-07-16,16,7,2010,20:30:00,Summer,T1606,,1000,0.076,2.382,0.152,4.764,,39973,39973048,363632,
TEL973,MB,MB-02,55.25,-58.43666667,2010-07-18,18,7,2010,5:57:00,Summer,T1607,,240,0.092,1.307,0.184,2.614,,39973,39973048,363642,
TEL973,MB,MB-04,55.37166667,-58.145,2010-07-18,18,7,2010,9:00:00,Summer,T1608,,180,0.078,0.905,0.156,1.81,,39973,39973048,363652,
TEL973,MB,MB-05,55.47833333,-57.90666667,2010-07-18,18,7,2010,10:51:00,Summer,T1609,,110,0.049,1.089,0.098,2.178,,39973,39973048,363662,
TEL973,MB,MB-07,55.67833333,-57.44,2010-07-18,18,7,2010,13:43:00,Summer,T1610,,190,0.051,0.713,0.102,1.426,,39973,39973048,363671,
TEL973,MB,MB-10,55.87166667,-56.98333333,2010-07-18,18,7,2010,17:49:00,Summer,T1611,,1000,0.062,2.678,0.124,5.356,,39973,39973048,363681,
TEL973,BI,BI-09,57.88333333,-58.58333333,2010-07-19,19,7,2010,10:07:00,Summer,T1612,,1000,0.05,1.895,0.1,3.79,,39973,39973048,363691,
TEL973,BI,BI-07,57.64333333,-59.38333333,2010-07-19,19,7,2010,16:02:00,Summer,T1613,,612,0.429,2.443,0.858,4.886,,39973,39973048,363701,
TEL973,BI,BI-05,57.51666667,-59.81666667,2010-07-19,19,7,2010,20:44:00,Summer,T1614,,154,0.546,0.933,1.092,1.866,,39973,39973048,363711,
TEL973,BI,BI-04,57.38,-60.25,2010-07-19,19,7,2010,22:52:00,Summer,T1615,,178,0.092,1.701,0.184,3.402,,39973,39973048,363720,
TEL973,BI,BI-03,57.25,-60.68333333,2010-07-20,20,7,2010,0:56:00,Summer,T1616,,190,0.295,1.289,0.59,2.578,,39973,39973048,363730,
TEL973,BI,BI-02,57.11666667,-61.1,2010-07-20,20,7,2010,3:05:00,Summer,T1617,,130,0.188,0.79,0.376,1.58,,39973,39973048,363740,
TEL973,S27,S27-01,47.54666667,-52.58666667,2010-07-24,24,7,2010,13:26:00,Summer,T1627,,165,0.075,0.08,0.15,0.16,,39973,39973048,363838,
SHA959,S27,S27-01,47.55,-52.59,2010-08-20,20,8,2010,12:30:00,Summer,T0595,,166,0.151,0.223,0.302,0.446,,3959,3959001,366895,
NED940,S27,S27-01,47.55,-52.59,2010-09-11,11,9,2010,nan,,T0596,,165,0.35,0.685,0.7,1.37,,,,,
NED942,S27,S27-01,47.55,-52.59,2010-10-05,5,10,2010,7:20:00,,T0598,,165,0.08,0.53,0.16,1.06,,12942,12942042,366905,
TEL975,S27,S27-01,47.55,-52.59,2010-10-05,5,10,2010,0:15:00,,T0602,,165,0.175,0.337,0.35,0.674,,,,,
NED943,S27,S27-01,47.55,-52.59,2010-10-06,6,10,2010,22:49:00,,T0599,,170,0.215,0.458,0.43,0.916,,,,,
NED944,S27,S27-01,47.55,-52.59,2010-10-21,21,10,2010,14:30:00,,T0600,,165,0.075,0.246,0.15,0.492,,12944,12944066,,
NED944,S27,S27-01,47.55,-52.59,2010-11-01,1,11,2010,10:50:00,Fall,T0601,,165,0.134,0.235,0.268,0.47,,12944,12944066,366915,
NED946,S27,S27-01,47.54666667,-52.58666667,2010-11-17,17,11,2010,nan,Fall,T0604,,166,0.088,0.406,0.176,0.812,,,,,
HUD983,S27,S27-01,47.55,-52.59,2010-11-23,23,11,2010,20:43:00,Fall,T1628,,170,0.041,0.167,0.082,0.334,,20983,20983104,363848,
HUD983,SI,SI-02,53.33333333,-55.5,2010-11-25,25,11,2010,11:45:00,Fall,T1629,,139,0.325,0.537,0.65,1.074,,20983,20983104,363858,
HUD983,SI,SI-04,53.53333333,-55.145,2010-11-25,25,11,2010,16:00:00,Fall,T1630,,106,0.079,0.409,0.158,0.818,,20983,20983104,363867,
HUD983,SI,SI-06,53.75666667,-54.77666667,2010-11-25,25,11,2010,21:44:00,Fall,T1631,,158,0.124,0.344,0.248,0.688,,20983,20983104,363877,
HUD983,SI,SI-08,54.08166667,-54.21666667,2010-11-26,26,11,2010,2:30:00,Fall,T1632,,199,0.135,0.764,0.27,1.528,,20983,20983104,363887,
HUD983,SI,SI-09,54.2,-54,2010-11-26,26,11,2010,5:04:00,Fall,T1633,,217,0.179,1.374,0.358,2.748,,20983,20983104,363897,
HUD983,SI,SI-10,54.355,-53.73333333,2010-11-26,26,11,2010,10:47:00,Fall,T1634,,218,0.166,0.706,0.332,1.412,,20983,20983104,363907,
